x-axis,1,2,3,4
-90.5750E-03,-309.0454E-03,+23.1370E-03,-464.5677E-03,+190.9546E-03
-90.3300E-03,-309.0454E-03,+25.2650E-03,-464.5677E-03,+190.9546E-03
-90.0850E-03,-309.0454E-03,+25.5213E-03,-469.6954E-03,+190.9546E-03
-89.8400E-03,-309.0454E-03,+28.4698E-03,-452.2613E-03,+190.9546E-03
-89.5950E-03,-309.0454E-03,+25.9572E-03,-479.9508E-03,+168.3928E-03
-89.3500E-03,-309.0454E-03,+25.3932E-03,-485.0785E-03,+190.9546E-03
-89.1050E-03,-309.0454E-03,+31.2387E-03,-490.2061E-03,+190.9546E-03
-88.8600E-03,-309.0454E-03,+25.6495E-03,-490.2061E-03,+190.9546E-03
-88.6150E-03,-309.0454E-03,+30.1106E-03,-462.5167E-03,+163.2651E-03
-88.3700E-03,-309.0454E-03,+28.9825E-03,-457.3890E-03,+140.7033E-03
-88.1250E-03,-309.0454E-03,+26.9058E-03,-474.8231E-03,+163.2651E-03
-87.8800E-03,-309.0454E-03,+30.4183E-03,-469.6954E-03,+163.2651E-03
-87.6350E-03,-309.0454E-03,+26.2136E-03,-464.5677E-03,+140.7033E-03
-87.3900E-03,-309.0454E-03,+30.9823E-03,-442.0060E-03,+163.2651E-03
-87.1450E-03,-309.0454E-03,+27.7775E-03,-442.0060E-03,+163.2651E-03
-86.9000E-03,-309.0454E-03,+29.1620E-03,-447.1336E-03,+190.9546E-03
-86.6550E-03,-309.0454E-03,+26.0854E-03,-452.2613E-03,+163.2651E-03
-86.4100E-03,-309.0454E-03,+26.9058E-03,-434.8272E-03,+140.7033E-03
-86.1650E-03,-309.0454E-03,+27.5981E-03,-439.9549E-03,+190.9546E-03
-85.9200E-03,-309.0454E-03,+25.6495E-03,-462.5167E-03,+190.9546E-03
-85.6750E-03,-309.0454E-03,+26.9058E-03,-462.5167E-03,+190.9546E-03
-85.4300E-03,-309.0454E-03,+27.4699E-03,-457.3890E-03,+190.9546E-03
-85.1850E-03,-309.0454E-03,+27.5981E-03,-452.2613E-03,+190.9546E-03
-84.9400E-03,-309.0454E-03,+27.0340E-03,-474.8231E-03,+190.9546E-03
-84.6950E-03,-331.6072E-03,+29.7260E-03,-442.0060E-03,+163.2651E-03
-84.4500E-03,-309.0454E-03,+30.1619E-03,-464.5677E-03,+190.9546E-03
-84.2050E-03,-309.0454E-03,+29.9824E-03,-464.5677E-03,+190.9546E-03
-83.9600E-03,-309.0454E-03,+26.2136E-03,-442.0060E-03,+190.9546E-03
-83.7150E-03,-309.0454E-03,+29.4184E-03,-447.1336E-03,+190.9546E-03
-83.4700E-03,-309.0454E-03,+29.8542E-03,-479.9508E-03,+190.9546E-03
-83.2250E-03,-309.0454E-03,+32.0591E-03,-462.5167E-03,+190.9546E-03
-82.9800E-03,-309.0454E-03,+25.6495E-03,-490.2061E-03,+190.9546E-03
-82.7350E-03,-309.0454E-03,+29.4184E-03,-462.5167E-03,+168.3928E-03
-82.4900E-03,-309.0454E-03,+27.4699E-03,-462.5167E-03,+190.9546E-03
-82.2450E-03,-309.0454E-03,+25.6495E-03,-479.9508E-03,+190.9546E-03
-82.0000E-03,-309.0454E-03,+24.9573E-03,-474.8231E-03,+190.9546E-03
-81.7550E-03,-309.0454E-03,+23.8292E-03,-442.0060E-03,+190.9546E-03
-81.5100E-03,-309.0454E-03,+23.7010E-03,-442.0060E-03,+190.9546E-03
-81.2650E-03,-309.0454E-03,+23.0088E-03,-442.0060E-03,+190.9546E-03
-81.0200E-03,-309.0454E-03,+27.9057E-03,-442.0060E-03,+190.9546E-03
-80.7750E-03,-309.0454E-03,+29.0338E-03,-447.1336E-03,+190.9546E-03
-80.5300E-03,-309.0454E-03,+27.7775E-03,-452.2613E-03,+190.9546E-03
-80.2850E-03,-309.0454E-03,+27.2135E-03,-457.3890E-03,+190.9546E-03
-80.0400E-03,-309.0454E-03,+32.6232E-03,-462.5167E-03,+190.9546E-03
-79.7950E-03,-309.0454E-03,+30.8029E-03,-462.5167E-03,+168.3928E-03
-79.5500E-03,-309.0454E-03,+28.8543E-03,-512.7679E-03,+168.3928E-03
-79.3050E-03,-309.0454E-03,+28.1621E-03,-457.3890E-03,+190.9546E-03
-79.0600E-03,-309.0454E-03,+32.6232E-03,-452.2613E-03,+163.2651E-03
-78.8150E-03,-309.0454E-03,+26.9058E-03,-447.1336E-03,+163.2651E-03
-78.5700E-03,-309.0454E-03,+28.8543E-03,-414.3165E-03,+190.9546E-03
-78.3250E-03,-309.0454E-03,+30.4183E-03,-414.3165E-03,+190.9546E-03
-78.0800E-03,-309.0454E-03,+28.4185E-03,-442.0060E-03,+190.9546E-03
-77.8350E-03,-309.0454E-03,+29.2902E-03,-442.0060E-03,+190.9546E-03
-77.5900E-03,-309.0454E-03,+24.3933E-03,-424.5718E-03,+163.2651E-03
-77.3450E-03,-309.0454E-03,+27.7775E-03,-457.3890E-03,+163.2651E-03
-77.1000E-03,-309.0454E-03,+28.2903E-03,-462.5167E-03,+140.7033E-03
-76.8550E-03,-309.0454E-03,+23.7010E-03,-462.5167E-03,+168.3928E-03
-76.6100E-03,-309.0454E-03,+23.7010E-03,-462.5167E-03,+163.2651E-03
-76.3650E-03,-309.0454E-03,+24.2651E-03,-462.5167E-03,+140.7033E-03
-76.1200E-03,-309.0454E-03,+28.2903E-03,-457.3890E-03,+140.7033E-03
-75.8750E-03,-309.0454E-03,+29.5466E-03,-474.8231E-03,+168.3928E-03
-75.6300E-03,-309.0454E-03,+25.2650E-03,-419.4442E-03,+163.2651E-03
-75.3850E-03,-309.0454E-03,+29.8542E-03,-442.0060E-03,+190.9546E-03
-75.1400E-03,-309.0454E-03,+29.7260E-03,-414.3165E-03,+168.3928E-03
-74.8950E-03,-309.0454E-03,+29.0338E-03,-442.0060E-03,+140.7033E-03
-74.6500E-03,-309.0454E-03,+27.2135E-03,-419.4442E-03,+140.7033E-03
-74.4050E-03,-309.0454E-03,+26.6494E-03,-452.2613E-03,+168.3928E-03
-74.1600E-03,-309.0454E-03,+24.8291E-03,-434.8272E-03,+190.9546E-03
-73.9150E-03,-309.0454E-03,+27.0340E-03,-462.5167E-03,+140.7033E-03
-73.6700E-03,-309.0454E-03,+23.7010E-03,-462.5167E-03,+140.7033E-03
-73.4250E-03,-309.0454E-03,+23.7010E-03,-462.5167E-03,+140.7033E-03
-73.1800E-03,-309.0454E-03,+24.9573E-03,-485.0785E-03,+168.3928E-03
-72.9350E-03,-309.0454E-03,+26.3418E-03,-452.2613E-03,+163.2651E-03
-72.6900E-03,-309.0454E-03,+27.5981E-03,-447.1336E-03,+140.7033E-03
-72.4450E-03,-309.0454E-03,+27.2135E-03,-442.0060E-03,+190.9546E-03
-72.2000E-03,-309.0454E-03,+27.9057E-03,-464.5677E-03,+190.9546E-03
-71.9550E-03,-309.0454E-03,+28.9056E-03,-442.0060E-03,+140.7033E-03
-71.7100E-03,-331.6072E-03,+26.9058E-03,-442.0060E-03,+168.3928E-03
-71.4650E-03,-309.0454E-03,+29.5978E-03,-424.5718E-03,+190.9546E-03
-71.2200E-03,-309.0454E-03,+32.3668E-03,-457.3890E-03,+190.9546E-03
-70.9750E-03,-309.0454E-03,+27.5981E-03,-462.5167E-03,+168.3928E-03
-70.7300E-03,-309.0454E-03,+27.5981E-03,-439.9549E-03,+168.3928E-03
-70.4850E-03,-336.7349E-03,+26.2136E-03,-462.5167E-03,+190.9546E-03
-70.2400E-03,-309.0454E-03,+28.1621E-03,-462.5167E-03,+140.7033E-03
-69.9950E-03,-336.7349E-03,+24.3933E-03,-479.9508E-03,+140.7033E-03
-69.7500E-03,-309.0454E-03,+29.4184E-03,-452.2613E-03,+140.7033E-03
-69.5050E-03,-309.0454E-03,+25.0855E-03,-442.0060E-03,+168.3928E-03
-69.2600E-03,-309.0454E-03,+28.5980E-03,-442.0060E-03,+190.9546E-03
-69.0150E-03,-309.0454E-03,+29.7260E-03,-442.0060E-03,+168.3928E-03
-68.7700E-03,-309.0454E-03,+24.9573E-03,-442.0060E-03,+140.7033E-03
-68.5250E-03,-309.0454E-03,+23.7010E-03,-447.1336E-03,+140.7033E-03
-68.2800E-03,-309.0454E-03,+28.7261E-03,-452.2613E-03,+140.7033E-03
-68.0350E-03,-309.0454E-03,+27.4699E-03,-457.3890E-03,+140.7033E-03
-67.7900E-03,-309.0454E-03,+25.6495E-03,-490.2061E-03,+140.7033E-03
-67.5450E-03,-309.0454E-03,+26.2136E-03,-490.2061E-03,+140.7033E-03
-67.3000E-03,-309.0454E-03,+33.3154E-03,-462.5167E-03,+140.7033E-03
-67.0550E-03,-309.0454E-03,+27.5981E-03,-485.0785E-03,+140.7033E-03
-66.8100E-03,-309.0454E-03,+31.3669E-03,-452.2613E-03,+168.3928E-03
-66.5650E-03,-309.0454E-03,+32.0591E-03,-447.1336E-03,+140.7033E-03
-66.3200E-03,-309.0454E-03,+29.9824E-03,-442.0060E-03,+163.2651E-03
-66.0750E-03,-309.0454E-03,+28.4698E-03,-464.5677E-03,+163.2651E-03
-65.8300E-03,-309.0454E-03,+27.3417E-03,-442.0060E-03,+140.7033E-03
-65.5850E-03,-309.0454E-03,+28.4185E-03,-469.6954E-03,+190.9546E-03
-65.3400E-03,-309.0454E-03,+26.6494E-03,-474.8231E-03,+140.7033E-03
-65.0950E-03,-309.0454E-03,+25.9572E-03,-429.6995E-03,+140.7033E-03
-64.8500E-03,-309.0454E-03,+25.7777E-03,-462.5167E-03,+190.9546E-03
-64.6050E-03,-309.0454E-03,+28.2903E-03,-462.5167E-03,+190.9546E-03
-64.3600E-03,-309.0454E-03,+22.4447E-03,-462.5167E-03,+168.3928E-03
-64.1150E-03,-309.0454E-03,+25.0855E-03,-434.8272E-03,+190.9546E-03
-63.8700E-03,-309.0454E-03,+30.8029E-03,-457.3890E-03,+190.9546E-03
-63.6250E-03,-309.0454E-03,+25.0855E-03,-474.8231E-03,+168.3928E-03
-63.3800E-03,-309.0454E-03,+25.0086E-03,-469.6954E-03,+190.9546E-03
-63.1350E-03,-309.0454E-03,+24.8291E-03,-442.0060E-03,+190.9546E-03
-62.8900E-03,-309.0454E-03,+25.3932E-03,-464.5677E-03,+190.9546E-03
-62.6450E-03,-309.0454E-03,+25.5213E-03,-442.0060E-03,+190.9546E-03
-62.4000E-03,-309.0454E-03,+27.5981E-03,-447.1336E-03,+140.7033E-03
-62.1550E-03,-309.0454E-03,+28.4698E-03,-452.2613E-03,+140.7033E-03
-61.9100E-03,-309.0454E-03,+28.8543E-03,-457.3890E-03,+168.3928E-03
-61.6650E-03,-309.0454E-03,+30.2388E-03,-490.2061E-03,+140.7033E-03
-61.4200E-03,-309.0454E-03,+24.9573E-03,-490.2061E-03,+140.7033E-03
-61.1750E-03,-309.0454E-03,+26.3418E-03,-462.5167E-03,+140.7033E-03
-60.9300E-03,-309.0454E-03,+26.3418E-03,-485.0785E-03,+140.7033E-03
-60.6850E-03,-309.0454E-03,+24.3933E-03,-452.2613E-03,+163.2651E-03
-60.4400E-03,-309.0454E-03,+24.2651E-03,-447.1336E-03,+168.3928E-03
-60.1950E-03,-309.0454E-03,+25.0855E-03,-442.0060E-03,+140.7033E-03
-59.9500E-03,-309.0454E-03,+26.6494E-03,-414.3165E-03,+163.2651E-03
-59.7050E-03,-309.0454E-03,+25.5213E-03,-442.0060E-03,+140.7033E-03
-59.4600E-03,-309.0454E-03,+27.0853E-03,-419.4442E-03,+168.3928E-03
-59.2150E-03,-309.0454E-03,+27.0853E-03,-424.5718E-03,+140.7033E-03
-58.9700E-03,-309.0454E-03,+27.6493E-03,-457.3890E-03,+140.7033E-03
-58.7250E-03,-309.0454E-03,+29.5466E-03,-462.5167E-03,+140.7033E-03
-58.4800E-03,-309.0454E-03,+24.3933E-03,-462.5167E-03,+190.9546E-03
-58.2350E-03,-309.0454E-03,+25.5213E-03,-462.5167E-03,+140.7033E-03
-57.9900E-03,-309.0454E-03,+27.5981E-03,-462.5167E-03,+140.7033E-03
-57.7450E-03,-309.0454E-03,+29.4184E-03,-457.3890E-03,+140.7033E-03
-57.5000E-03,-309.0454E-03,+24.3933E-03,-474.8231E-03,+140.7033E-03
-57.2550E-03,-309.0454E-03,+26.2136E-03,-442.0060E-03,+140.7033E-03
-57.0100E-03,-309.0454E-03,+27.7775E-03,-414.3165E-03,+163.2651E-03
-56.7650E-03,-309.0454E-03,+26.4700E-03,-442.0060E-03,+140.7033E-03
-56.5200E-03,-309.0454E-03,+24.9573E-03,-442.0060E-03,+140.7033E-03
-56.2750E-03,-309.0454E-03,+25.5213E-03,-447.1336E-03,+140.7033E-03
-56.0300E-03,-309.0454E-03,+27.0340E-03,-452.2613E-03,+140.7033E-03
-55.7850E-03,-309.0454E-03,+26.2136E-03,-457.3890E-03,+140.7033E-03
-55.5400E-03,-309.0454E-03,+24.9573E-03,-462.5167E-03,+140.7033E-03
-55.2950E-03,-309.0454E-03,+25.6495E-03,-439.9549E-03,+168.3928E-03
-55.0500E-03,-309.0454E-03,+31.4951E-03,-462.5167E-03,+140.7033E-03
-54.8050E-03,-309.0454E-03,+30.6747E-03,-457.3890E-03,+190.9546E-03
-54.5600E-03,-309.0454E-03,+23.7010E-03,-452.2613E-03,+190.9546E-03
-54.3150E-03,-309.0454E-03,+24.9573E-03,-447.1336E-03,+140.7033E-03
-54.0700E-03,-309.0454E-03,+24.9573E-03,-442.0060E-03,+168.3928E-03
-53.8250E-03,-309.0454E-03,+28.5980E-03,-414.3165E-03,+168.3928E-03
-53.5800E-03,-309.0454E-03,+26.2136E-03,-442.0060E-03,+140.7033E-03
-53.3350E-03,-309.0454E-03,+28.4698E-03,-469.6954E-03,+163.2651E-03
-53.0900E-03,-309.0454E-03,+27.7775E-03,-452.2613E-03,+163.2651E-03
-52.8450E-03,-309.0454E-03,+28.4698E-03,-457.3890E-03,+190.9546E-03
-52.6000E-03,-309.0454E-03,+28.8543E-03,-462.5167E-03,+190.9546E-03
-52.3550E-03,-309.0454E-03,+30.8029E-03,-462.5167E-03,+168.3928E-03
-52.1100E-03,-309.0454E-03,+30.8029E-03,-462.5167E-03,+163.2651E-03
-51.8650E-03,-309.0454E-03,+24.9573E-03,-462.5167E-03,+140.7033E-03
-51.6200E-03,-309.0454E-03,+29.5466E-03,-457.3890E-03,+168.3928E-03
-51.3750E-03,-309.0454E-03,+31.9309E-03,-474.8231E-03,+168.3928E-03
-51.1300E-03,-309.0454E-03,+29.2902E-03,-442.0060E-03,+140.7033E-03
-50.8850E-03,-309.0454E-03,+30.4183E-03,-442.0060E-03,+140.7033E-03
-50.6400E-03,-309.0454E-03,+27.9057E-03,-442.0060E-03,+140.7033E-03
-50.3950E-03,-309.0454E-03,+24.3933E-03,-442.0060E-03,+140.7033E-03
-50.1500E-03,-309.0454E-03,+26.9058E-03,-447.1336E-03,+140.7033E-03
-49.9050E-03,-309.0454E-03,+27.7775E-03,-452.2613E-03,+140.7033E-03
-49.6600E-03,-309.0454E-03,+26.6494E-03,-434.8272E-03,+140.7033E-03
-49.4150E-03,-309.0454E-03,+24.9573E-03,-462.5167E-03,+140.7033E-03
-49.1700E-03,-309.0454E-03,+27.0340E-03,-490.2061E-03,+140.7033E-03
-48.9250E-03,-309.0454E-03,+24.9573E-03,-462.5167E-03,+140.7033E-03
-48.6800E-03,-309.0454E-03,+27.5981E-03,-485.0785E-03,+163.2651E-03
-48.4350E-03,-309.0454E-03,+31.3669E-03,-452.2613E-03,+140.7033E-03
-48.1900E-03,-309.0454E-03,+24.9573E-03,-447.1336E-03,+140.7033E-03
-47.9450E-03,-309.0454E-03,+31.6746E-03,-442.0060E-03,+190.9546E-03
-47.7000E-03,-309.0454E-03,+30.4183E-03,-464.5677E-03,+140.7033E-03
-47.4550E-03,-309.0454E-03,+26.2136E-03,-442.0060E-03,+140.7033E-03
-47.2100E-03,-309.0454E-03,+26.9058E-03,-469.6954E-03,+140.7033E-03
-46.9650E-03,-309.0454E-03,+30.4183E-03,-474.8231E-03,+163.2651E-03
-46.7200E-03,-309.0454E-03,+30.5465E-03,-479.9508E-03,+140.7033E-03
-46.4750E-03,-309.0454E-03,+23.7010E-03,-462.5167E-03,+140.7033E-03
-46.2300E-03,-336.7349E-03,+23.7010E-03,-490.2061E-03,+168.3928E-03
-45.9850E-03,-331.6072E-03,+22.4447E-03,-462.5167E-03,+190.9546E-03
-45.7400E-03,-309.0454E-03,+23.1370E-03,-462.5167E-03,+140.7033E-03
-45.4950E-03,-359.2967E-03,+25.0855E-03,-479.9508E-03,+140.7033E-03
-45.2500E-03,-309.0454E-03,+24.9573E-03,-452.2613E-03,+140.7033E-03
-45.0050E-03,-309.0454E-03,+24.6496E-03,-469.6954E-03,+140.7033E-03
-44.7600E-03,-331.6072E-03,+23.2652E-03,-464.5677E-03,+140.7033E-03
-44.5150E-03,-309.0454E-03,+21.0603E-03,-464.5677E-03,+140.7033E-03
-44.2700E-03,-359.2967E-03,+23.0088E-03,-442.0060E-03,+140.7033E-03
-44.0250E-03,-331.6072E-03,+26.7776E-03,-447.1336E-03,+140.7033E-03
-43.7800E-03,-336.7349E-03,+24.9573E-03,-452.2613E-03,+140.7033E-03
-43.5350E-03,-309.0454E-03,+23.4446E-03,-457.3890E-03,+163.2651E-03
-43.2900E-03,-309.0454E-03,+25.0855E-03,-462.5167E-03,+140.7033E-03
-43.0450E-03,-309.0454E-03,+25.0855E-03,-462.5167E-03,+168.3928E-03
-42.8000E-03,-309.0454E-03,+30.1106E-03,-462.5167E-03,+163.2651E-03
-42.5550E-03,-309.0454E-03,+26.9058E-03,-457.3890E-03,+190.9546E-03
-42.3100E-03,-309.0454E-03,+30.1106E-03,-452.2613E-03,+190.9546E-03
-42.0650E-03,-309.0454E-03,+30.8029E-03,-447.1336E-03,+190.9546E-03
-41.8200E-03,-309.0454E-03,+28.4698E-03,-442.0060E-03,+140.7033E-03
-41.5750E-03,-309.0454E-03,+23.7010E-03,-464.5677E-03,+140.7033E-03
-41.3300E-03,-309.0454E-03,+24.3933E-03,-442.0060E-03,+140.7033E-03
-41.0850E-03,-309.0454E-03,+24.3933E-03,-442.0060E-03,+190.9546E-03
-40.8400E-03,-309.0454E-03,+23.8292E-03,-424.5718E-03,+140.7033E-03
-40.5950E-03,-309.0454E-03,+29.1620E-03,-457.3890E-03,+140.7033E-03
-40.3500E-03,-309.0454E-03,+28.2903E-03,-462.5167E-03,+190.9546E-03
-40.1050E-03,-309.0454E-03,+25.0855E-03,-439.9549E-03,+168.3928E-03
-39.8600E-03,-309.0454E-03,+25.0855E-03,-462.5167E-03,+190.9546E-03
-39.6150E-03,-309.0454E-03,+29.5466E-03,-462.5167E-03,+163.2651E-03
-39.3700E-03,-309.0454E-03,+23.7010E-03,-457.3890E-03,+140.7033E-03
-39.1250E-03,-309.0454E-03,+26.2136E-03,-452.2613E-03,+163.2651E-03
-38.8800E-03,-309.0454E-03,+25.3932E-03,-442.0060E-03,+168.3928E-03
-38.6350E-03,-309.0454E-03,+26.0854E-03,-464.5677E-03,+190.9546E-03
-38.3900E-03,-309.0454E-03,+30.9823E-03,-464.5677E-03,+168.3928E-03
-38.1450E-03,-309.0454E-03,+31.5464E-03,-442.0060E-03,+140.7033E-03
-37.9000E-03,-309.0454E-03,+29.2902E-03,-447.1336E-03,+140.7033E-03
-37.6550E-03,-309.0454E-03,+32.7514E-03,-452.2613E-03,+140.7033E-03
-37.4100E-03,-309.0454E-03,+33.7513E-03,-485.0785E-03,+140.7033E-03
-37.1650E-03,-309.0454E-03,+37.0843E-03,-462.5167E-03,+140.7033E-03
-36.9200E-03,-309.0454E-03,+30.6747E-03,-462.5167E-03,+168.3928E-03
-36.6750E-03,-309.0454E-03,+32.6232E-03,-462.5167E-03,+140.7033E-03
-36.4300E-03,-309.0454E-03,+31.4951E-03,-457.3890E-03,+140.7033E-03
-36.1850E-03,-309.0454E-03,+29.4184E-03,-452.2613E-03,+168.3928E-03
-35.9400E-03,-309.0454E-03,+27.4699E-03,-447.1336E-03,+140.7033E-03
-35.6950E-03,-309.0454E-03,+30.6747E-03,-442.0060E-03,+163.2651E-03
-35.4500E-03,-309.0454E-03,+31.1105E-03,-464.5677E-03,+163.2651E-03
-35.2050E-03,-309.0454E-03,+28.2903E-03,-442.0060E-03,+140.7033E-03
-34.9600E-03,-309.0454E-03,+29.2902E-03,-447.1336E-03,+140.7033E-03
-34.7150E-03,-309.0454E-03,+27.9057E-03,-452.2613E-03,+140.7033E-03
-34.4700E-03,-309.0454E-03,+27.4699E-03,-457.3890E-03,+140.7033E-03
-34.2250E-03,-309.0454E-03,+26.2136E-03,-462.5167E-03,+140.7033E-03
-33.9800E-03,-309.0454E-03,+26.2136E-03,-462.5167E-03,+190.9546E-03
-33.7350E-03,-309.0454E-03,+28.8543E-03,-490.2061E-03,+140.7033E-03
-33.4900E-03,-309.0454E-03,+32.6232E-03,-462.5167E-03,+168.3928E-03
-33.2450E-03,-309.0454E-03,+32.7514E-03,-457.3890E-03,+140.7033E-03
-33.0000E-03,-309.0454E-03,+28.8543E-03,-474.8231E-03,+140.7033E-03
-32.7550E-03,-309.0454E-03,+29.4184E-03,-442.0060E-03,+140.7033E-03
-32.5100E-03,-309.0454E-03,+28.5980E-03,-442.0060E-03,+163.2651E-03
-32.2650E-03,-309.0454E-03,+31.2387E-03,-442.0060E-03,+140.7033E-03
-32.0200E-03,-309.0454E-03,+26.9058E-03,-442.0060E-03,+140.7033E-03
-31.7750E-03,-309.0454E-03,+29.1620E-03,-447.1336E-03,+140.7033E-03
-31.5300E-03,-309.0454E-03,+27.5981E-03,-479.9508E-03,+140.7033E-03
-31.2850E-03,-309.0454E-03,+25.2137E-03,-434.8272E-03,+140.7033E-03
-31.0400E-03,-309.0454E-03,+25.0855E-03,-462.5167E-03,+140.7033E-03
-30.7950E-03,-309.0454E-03,+28.9825E-03,-462.5167E-03,+140.7033E-03
